store_name,addr,legal_dong,dong,category,lon,lat,store_x,store_y,cell_id,xcdn,ycdn,grid_dong,grid_distance
7080민들레라이브카페,경상북도 구미시 원평동 77-60 청산빌라 지하 101호 ,원평동,원평동,커피전문점,128.326770856215,36.1289058788681,1074394.229598468,1792747.6160885955,라마74b92b,1074500,1792500,원평동,269.260292600999
아담한카페,경상북도 구미시 황상동 65-5 1층 ,황상동,인동동,커피전문점,128.435871411751,36.113801714957,1084227.6670288262,1791161.283564623,라마84a91a,1084000,1791000,인동동,279.0065666468133
행아웃라이브카페,경상북도 구미시 진평동 67-3 8층 ,진평동,진미동,커피전문점,128.432335104284,36.0939436501524,1083930.515768632,1788955.5471880795,라마84a89a,1084000,1789000,인동동,82.48703471720387
카페그곳에,경상북도 구미시 형곡동 698-1 1층 ,형곡동,형곡1동,커피전문점,128.331773790189,36.1061232118675,1074866.0374540759,1790224.3956246597,라마75a90a,1075000,1790000,형곡2동,261.34146260572487
카페인타임,경상북도 구미시 비산동 455-6 2층 ,비산동,비산동,커피전문점,128.37501636853,36.1213816807818,1078743.0576185284,1791951.0411259413,라마78b92a,1078500,1792000,비산동,247.93946292144952
카페언덕,경상북도 구미시 고아읍 문성리 3-1 1~2층 ,고아읍,고아읍,커피전문점,128.346253571191,36.1670358197485,1076110.5048479442,1796992.1223713078,라마76a97a,1076000,1797000,고아읍,110.78528084991045
대리사카페,경상북도 구미시 공단동 264-24 지하1층 ,공단동,공단동,커피전문점,128.383744758594,36.1016808208362,1079548.4141495007,1789772.9143644036,라마79b90a,1079500,1790000,공단동,232.18918098417686
나인시스터플라워카페,경상북도 구미시 진평동 1058-1 1층 ,진평동,진미동,커피전문점,128.425502045813,36.0924552808882,1083316.945845295,1788784.5802842071,라마83b89a,1083500,1789000,인동동,282.6914882111812
카페뷰,경상북도 구미시 산동읍 인덕리 546-23 2층 1동 ,산동읍,산동읍,커피전문점,128.452420493714,36.1663053164159,1085660.0137928855,1796999.551138168,라마85b97a,1085500,1797000,산동읍,160.01442244540806
카페죽이야기고아문성점,경상북도 구미시 고아읍 문성리 1260-4 1층 ,고아읍,고아읍,커피전문점,128.347803966977,36.1615940968714,1076255.2186292275,1796389.735566019,라마76b96b,1076500,1796500,b' ',268.4700446575069
프리존카페,"경상북도 구미시 옥계동 488-7 1,2층 ",옥계동,양포동,커피전문점,128.41485673385,36.1550853247606,1082293.1930006568,1795722.5162223887,라마82b96a,1082500,1796000,산동읍,346.07279843231345
영프레리키즈카페,경상북도 구미시 산동읍 신당리 1438 탑 스퀘어 5층 1동 501호,산동읍,산동읍,커피전문점,128.431731706951,36.1543329613086,1083811.9719647008,1795653.4954559118,라마84a95b,1084000,1795500,산동읍,242.72494112481763
본죽앤비빔밥카페구미산동점,경상북도 구미시 산동읍 신당리 1445 1층 1동 103호,산동읍,산동읍,커피전문점,128.432723465205,36.1557342403213,1083899.6929729835,1795809.7845625516,라마84a96a,1084000,1796000,산동읍,215.04281506844865
무궁화커피카페,경상북도 구미시 해평면 낙성리 148-7 1층 ,해평면,해평면,커피전문점,128.391346936628,36.1941907230542,1080138.5531999094,1800040.4961316593,라바80a00a,1080000,1800000,해평면,144.35001172322842
에코카페,"경상북도 구미시 산동읍 인덕리 544-6 1,2층 2동 ",산동읍,산동읍,커피전문점,128.451035459544,36.1659078675111,1085535.8731877739,1796954.2439202415,라마85b97a,1085500,1797000,산동읍,58.14210553399747
이춘봉치킨앤내모든카페상모사곡점,경상북도 구미시 임은동 805-2 1층 ,임은동,임오동,패스트푸드,128.358994151557,36.094018425476,1077327.9962229352,1788903.0333101316,라마77b89a,1077500,1789000,상모사곡동,197.45338252003114
카페로사인동점,경상북도 구미시 황상동 310 1층 ,황상동,인동동,커피전문점,128.419429958406,36.1077045313968,1082754.3066966964,1790470.8555026343,라마83a90b,1083000,1790500,인동동,247.4158463294419
카페2426,경상북도 구미시 오태동 749-6 1층 나동 ,오태동,임오동,커피전문점,128.352872188687,36.0714846829758,1076798.788728375,1786398.741134364,라마77a86b,1077000,1786500,임오동,225.2539315946763
좋은날카페,경상북도 구미시 선산읍 완전리 89-3 1층 ,선산읍,선산읍,커피전문점,128.299045683333,36.2421440143715,1071795.9946495814,1805287.2724859377,라바72a05b,1072000,1805500,선산읍,294.739169840988
카페봄봄구미도개점,경상북도 구미시 도개면 궁기리 750-15 1층 ,도개면,도개면,커피전문점,128.330181492072,36.3005549002707,1074538.129789696,1811789.9110717538,라바74b11b,1074500,1811500,도개면,292.40778099722314
번개7080라이브카페,경상북도 구미시 진평동 84-8 3층 ,진평동,진미동,커피전문점,128.430721817436,36.093618333215,1083785.6261245678,1788918.0715783702,라마84a89a,1084000,1789000,인동동,229.49602336111883
카페바로크,경상북도 구미시 산동읍 신당리 1449 플러스에비뉴 503호,산동읍,산동읍,커피전문점,128.433069137068,36.155330454841,1083931.2178140737,1795765.2945895318,라마84a96a,1084000,1796000,산동읍,244.576406883068
스넥카페,경상북도 구미시 형곡동 285-8 1층 ,형곡동,형곡1동,커피전문점,128.333495989701,36.1078275787617,1075019.431263867,1790414.771948466,라마75a90b,1075000,1790500,형곡1동,87.4150718339838
825카페,경상북도 구미시 인의동 825-1 1층 ,인의동,인동동,커피전문점,128.425313776233,36.1134286714615,1083277.8567081424,1791110.808187719,라마83a91a,1083000,1791000,인동동,299.1367659203993
카페있기,경상북도 구미시 고아읍 원호리 447 한누리타운3차 2층 9(상가)동 201호,고아읍,고아읍,커피전문점,128.331582645382,36.1512865760544,1074805.9609201113,1795233.795767937,라마75a95a,1075000,1795000,고아읍,303.8282831293944
카페보리,경상북도 구미시 임은동 246-2 1층 ,임은동,임오동,커피전문점,128.361860066963,36.0870281697844,1077592.8672837152,1788129.9556191224,라마77b88a,1077500,1788000,임오동,159.7272529223217
카페타로연,경상북도 구미시 진평동 76-7 1층 ,진평동,진미동,커피전문점,128.429115402503,36.0949900163376,1083639.5555723377,1789068.837015161,라마83b89a,1083500,1789000,인동동,155.60942267995145
꽃향기카페,경상북도 구미시 원평동 77-38 1층 ,원평동,원평동,커피전문점,128.326992064377,36.1291197017143,1074413.9328515904,1792771.5028244657,라마74b93a,1074500,1793000,원평동,244.1690260096153
도자예술창고엔갤러리카페,경상북도 구미시 남통동 414-4 2층 2동 ,남통동,선주원남동,커피전문점,128.323931268606,36.1223375269604,1074144.8905302454,1792016.881046122,라마74a92a,1074000,1792000,원평동,145.87061209495914
카페보스구미옥계점,경상북도 구미시 옥계동 968-2 1층 101호,옥계동,양포동,커피전문점,128.41627113694,36.1363741750682,1082440.0037154316,1793648.2437605937,라마82b93b,1082500,1793500,양포동,159.92425306056913
카페코너,경상북도 구미시 고아읍 문성리 1910 1층 주1동 ,고아읍,고아읍,커피전문점,128.348703096467,36.1581820133259,1076339.4002265683,1796011.9693268498,라마76b96a,1076500,1796000,고아읍,161.04518624143512
카페다온,경상북도 구미시 원평동 1037-14 1층 ,원평동,원평동,커피전문점,128.341861916004,36.1246782989027,1075756.2407693884,1792290.3497416372,라마76a92b,1076000,1792500,지산동,321.51484155468955
카페일,경상북도 구미시 황상동 205-1 지하1층 ,황상동,인동동,커피전문점,128.425307615166,36.1143413198786,1083276.3385395778,1791212.0349528235,라마83a91a,1083000,1791000,인동동,348.3128043510096
카페풀문앤하프문스튜디오,경상북도 구미시 형곡동 187-5 1층 ,형곡동,형곡1동,커피전문점,128.33904076846,36.1082384669389,1075518.1108510003,1790464.6407697184,라마75b90b,1075500,1790500,형곡1동,39.7275482512924
카페가토,경상북도 구미시 옥계동 890-1 2층 ,옥계동,양포동,커피전문점,128.418412318369,36.138819185891,1082630.0941999184,1793921.267269904,라마82b94a,1082500,1794000,양포동,152.0636170843811
카페루비,경상북도 구미시 원평동 188-53 1층 ,원평동,원평동,커피전문점,128.333260470493,36.1315011826424,1074975.719926145,1793040.4769624192,라마75a93a,1075000,1793000,원평동,47.20070415889216
뮤직카페풍금,경상북도 구미시 봉곡동 186-1 1층 ,봉곡동,선주원남동,커피전문점,128.306964719989,36.154134807203,1072588.7567172498,1795531.0420560013,라마72b95b,1072500,1795500,선주원남동,94.02852810576931
우리카페,"경상북도 구미시 선산읍 완전리 38-3 1,2층 7동 ",선산읍,선산읍,커피전문점,128.299950074544,36.242493017986,1071876.9382116282,1805326.6552289047,라바72a05b,1072000,1805500,선산읍,212.5855437778997
카페율,경상북도 구미시 산동읍 인덕리 1107 중흥에스-클래스에코시티 1층 상가1동 102호,산동읍,산동읍,커피전문점,128.440032882074,36.1634796456875,1084548.88492078,1796675.2618864314,라마84b96b,1084500,1796500,산동읍,181.95181866405522
코끼리카페,경상북도 구미시 공단동 264-15 1층 ,공단동,공단동,커피전문점,128.383544360214,36.1012837512382,1079530.775488496,1789728.7072425869,라마79b89b,1079500,1789500,공단동,230.76857130871687
시장카페,경상북도 구미시 선산읍 완전리 253 선산시장 B동 1-4호 ,선산읍,선산읍,커피전문점,128.301127061693,36.2397575565438,1071985.2029990053,1805024.1049599496,라바72a05a,1072000,1805000,선산읍,28.28427712721418
수카페,경상북도 구미시 장천면 상장리 900-1 1층 1동 ,장천면,장천면,커피전문점,128.494323831865,36.1266720650201,1089473.8894006764,1792641.1217127142,라마89b92b,1089500,1792500,장천면,143.5169021280392
투데이카페,경상북도 구미시 원평동 336-15 1층 ,원평동,원평동,커피전문점,128.338650585767,36.1291565791862,1075462.9709157865,1792784.584722666,라마75b93a,1075500,1793000,지산동,218.57468926329906
금오산보리밥앤카페,경상북도 구미시 남통동 414-95 1층 ,남통동,선주원남동,커피전문점,128.324664752314,36.123855769973,1074209.4685033497,1792185.8450752727,라마74a92a,1074000,1792000,원평동,280.02758060356183
빵선수베이커리카페,경상북도 구미시 선산읍 완전리 85-1 ,선산읍,선산읍,제과점/아이스크림,128.298516291599,36.2423327812651,1071748.2541817834,1805307.8188737188,라바71b05b,1071500,1805500,선산읍,313.9486010028469
카페데니쉬,경상북도 구미시 사곡동 656-9 보성2차황실타운 1층 201동 106호,사곡동,상모사곡동,커피전문점,128.360223352171,36.1016497541937,1077431.1652732647,1789750.4806071413,라마77b90a,1077500,1790000,광평동,258.84000273779833
카페다미,경상북도 구미시 선산읍 교리 1156-4 1층 ,선산읍,선산읍,커피전문점,128.30170218166,36.24876688829,1072028.613640787,1806023.8694349423,라바72a06a,1072000,1806000,선산읍,37.2624524629654
정마담식당,경상북도 구미시 선산읍 동부리 380 ,선산읍,선산읍,한식,128.302270132779,36.2417011936944,1072086.1308297522,1805240.5475028157,라바72a05a,1072000,1805000,선산읍,255.50268285221824
선산대한곱창본점,경상북도 구미시 선산읍 동부리 396-11 1층 ,선산읍,선산읍,한식,128.301695120887,36.2414995624647,1072034.6484595726,1805217.754503862,라바72a05a,1072000,1805000,선산읍,220.49385411602466
시장식육식당,경상북도 구미시 장천면 상장리 896-1 ,장천면,장천면,한식,128.494512770229,36.1264903844567,1089491.0977300887,1792621.1433144212,라마89b92b,1089500,1792500,장천면,121.46996764023996
미화식당,경상북도 구미시 선산읍 동부리 412 ,선산읍,선산읍,한식,128.301619139288,36.2427671931189,1072026.6580485834,1805358.3066715905,라바72a05b,1072000,1805500,선산읍,144.17923175695677
중앙식당,경상북도 구미시 고아읍 항곡리 598 ,고아읍,고아읍,한식,128.340213095368,36.1883231719165,1075546.7824817523,1799348.6298511997,라마75b99a,1075500,1799000,고아읍,351.7547067864526
동락식당,경상북도 구미시 임수동 378 ,임수동,진미동,한식,128.400084354051,36.1105394519583,1081010.1282027543,1790769.0126706662,라마81a91a,1081000,1791000,진미동,231.2092705835734
새마을식당,경상북도 구미시 옥성면 주아리 216 ,옥성면,옥성면,한식,128.276992959407,36.2961474805955,1069766.412799524,1811261.3699073375,라바70a11b,1070000,1811500,옥성면,333.9270898719999
왜관식당,경상북도 구미시 임수동 385-1 ,임수동,진미동,한식,128.399754755976,36.1092885643835,1080981.7468941465,1790629.9885084736,라마81a90b,1081000,1790500,진미동,131.26381149613425
그집마늘치킨장천점,경상북도 구미시 장천면 상장리 888-4 ,장천면,장천면,패스트푸드,128.495001799266,36.1256158711477,1089536.0975570716,1792524.590958049,라마89b92b,1089500,1792500,장천면,43.67778433377259
삼겹파티공단점,경상북도 구미시 공단동 263 ,공단동,공단동,한식,128.385041002594,36.1014116307817,1079665.3674537188,1789744.1169440884,라마79b89b,1079500,1789500,공단동,294.8550103703169
도산식당,경상북도 구미시 지산동 381-21 ,지산동,지산동,한식,128.343711155731,36.1325008931893,1075915.117190589,1793159.4805693002,라마76a93a,1076000,1793000,지산동,180.66306572689243
한양매운탕,경상북도 구미시 비산동 51-1 ,비산동,비산동,한식,128.382777086883,36.1243474520195,1079438.47635082,1792286.3232549634,라마79b92a,1079500,1792000,비산동,292.85861049533685
완전식당,경상북도 구미시 선산읍 완전리 256-7 ,선산읍,선산읍,한식,128.301212907321,36.2394000467851,1071993.244647895,1804984.5129032624,라바72a05a,1072000,1805000,선산읍,16.896299814534547
태평반점,경상북도 구미시 공단동 201 ,공단동,공단동,중식,128.378423985875,36.1099381852912,1079061.1890250065,1790684.486099088,라마79a90b,1079000,1790500,공단동,194.36876687880866
광명식당,경상북도 구미시 선산읍 동부리 306-4 ,선산읍,선산읍,한식,128.302562928682,36.2396772289572,1072114.2990517379,1805016.262339014,라바72a05a,1072000,1805000,선산읍,115.45014897516397
상송식당,경상북도 구미시 무을면 상송리 752-2 ,무을면,무을면,한식,128.15935587851,36.2694979364718,1059223.7249987565,1808226.9674414608,라바59a08a,1059000,1808000,무을면,318.6959280440918
산동고향순대식당,경상북도 구미시 산동읍 적림리 524-37 ,산동읍,산동읍,한식,128.437025643919,36.1682524387029,1084273.2892856512,1797202.056028607,라마84b97a,1084500,1797000,산동읍,303.6846830135081
새돼지식당,경상북도 구미시 신평동 150-32 ,신평동,신평1동,한식,128.361689024255,36.1231863530917,1077541.9219046254,1792140.5005645494,라마77b92a,1077500,1792000,신평1동,146.62146748039692
한밭식당,경상북도 구미시 선산읍 노상리 128-1 ,선산읍,선산읍,한식,128.29718330914,36.2424154594328,1071628.4053035665,1805316.0036278297,라바71b05b,1071500,1805500,선산읍,224.37153775785663
대구식당,경상북도 구미시 고아읍 관심리 689-1 ,고아읍,고아읍,한식,128.327736375035,36.2103505863964,1074404.0803387521,1801782.3092142825,라바74b01b,1074500,1801500,고아읍,298.1594772646608
신초원식당,경상북도 구미시 원평동 1073-1 원평동 4B 2L ,원평동,원평동,한식,128.352273057924,36.1227142319954,1076695.035109781,1792080.6604685548,라마76b92a,1076500,1792000,원평동,211.05640297028495
오거리식당,경상북도 구미시 원평동 110-28 ,원평동,원평동,한식,128.328365863329,36.1311132928926,1074535.6667263117,1792993.6861182076,라마74b93a,1074500,1793000,원평동,36.22127094787524
행복반점,경상북도 구미시 선산읍 완전리 200-10 ,선산읍,선산읍,중식,128.300511078357,36.2410835951254,1071928.6378078973,1805170.7349279555,라바72a05a,1072000,1805000,선산읍,185.04858304156335
장천식육식당,경상북도 구미시 장천면 상장리 879-4 ,장천면,장천면,한식,128.494782245688,36.127064729659,1089514.694995429,1792685.0991115812,라마89b92b,1089500,1792500,장천면,185.6815122698348
안성식당,경상북도 구미시 황상동 308-1 ,황상동,인동동,한식,128.421158189069,36.1076159151093,1082909.9552653956,1790462.49863213,라마83a90b,1083000,1790500,인동동,97.54182088777961
나룻터식당(진미동),경상북도 구미시 임수동 384-1 ,임수동,진미동,한식,128.399205982371,36.1093288582789,1080932.3123492282,1790634.000928473,라마81a90b,1081000,1790500,진미동,150.12616993256762
고아반점,경상북도 구미시 고아읍 관심리 673-2 ,고아읍,고아읍,중식,128.328849892805,36.2097191504563,1074504.7736354768,1801713.123929379,라바74b01b,1074500,1801500,고아읍,213.17738357909502
소문난장족발본점,"경상북도 구미시 신평동 150-32 1층 108,1호",신평동,신평1동,한식,128.361689024255,36.1231863530917,1077541.9219046254,1792140.5005645494,라마77b92a,1077500,1792000,신평1동,146.62146748039692
맥시칸양념통닭,경상북도 구미시 인의동 367-18 ,인의동,인동동,패스트푸드,128.422765623327,36.1076274727435,1083054.62601145,1790465.1527133672,라마83a90b,1083000,1790500,인동동,64.79455619578651
시장순대통닭,경상북도 구미시 황상동 307-13 ,황상동,인동동,패스트푸드,128.421485451899,36.1079978968754,1082939.0101272955,1790505.1476017684,라마83a90b,1083000,1790500,인동동,61.20671839329419
이화보양가든,경상북도 구미시 선산읍 완전리 48-13 ,선산읍,선산읍,한식,128.298620885028,36.2438673461517,1071756.2494952064,1805478.113940584,라바72a05b,1072000,1805500,선산읍,244.73109361888365
모에누베이커리,경상북도 구미시 고아읍 봉한리 911-151 1층 ,고아읍,고아읍,제과점/아이스크림,128.349928585594,36.1817947010207,1076426.7014824636,1798632.0883988424,라마76b98b,1076500,1798500,고아읍,151.0629596617644
비산한식뷔페,경상북도 구미시 비산동 373 1층 ,비산동,비산동,한식,128.378727929477,36.1222734913907,1079076.1760363576,1792052.9752063802,라마79a92a,1079000,1792000,비산동,92.78556464338087
임오식당,경상북도 구미시 임은동 374-3 ,임은동,임오동,한식,128.36781479945,36.088781907993,1078127.246154204,1788329.2473818753,라마78a88b,1078000,1788500,공단동,212.95079327429957
딸랑분식,경상북도 구미시 인의동 429-4 ,인의동,인동동,한식,128.42585453385,36.1083923922269,1083331.8465155219,1790552.6418046486,라마83b90b,1083500,1790500,인동동,176.2008908569797
처갓집양념치킨구미1호점,경상북도 구미시 신평동 150-17 ,신평동,신평1동,패스트푸드,128.362453539601,36.1225565953496,1077611.3408440072,1792071.2576461968,라마77b92a,1077500,1792000,신평1동,132.19090621423055
동네식당,경상북도 구미시 장천면 상장리 935-2 ,장천면,장천면,한식,128.494362375852,36.1254768785107,1089478.7144718822,1792508.5846147786,라마89b92b,1089500,1792500,장천면,22.95145568696765
순이네집밥,경상북도 구미시 원평동 14-9 1층 ,원평동,원평동,한식,128.328155875358,36.1314274161108,1074516.4748067316,1793028.367792434,라마74b93a,1074500,1793000,원평동,32.80473905435521
동래식당,경상북도 구미시 신평동 150-32 ,신평동,신평1동,한식,128.361689024255,36.1231863530917,1077541.9219046254,1792140.5005645494,라마77b92a,1077500,1792000,신평1동,146.62146748039692
한양족발식당,경상북도 구미시 공단동 262-4 ,공단동,공단동,한식,128.385000898568,36.0996330689156,1079663.553044107,1789546.805002361,라마79b89b,1079500,1789500,공단동,170.11850717279563
마마왕족발,경상북도 구미시 원평동 117-18 ,원평동,원평동,한식,128.330510330076,36.131178070028,1074728.5667840145,1793002.5184371048,라마74b93a,1074500,1793000,원평동,228.58065814972912
원평맛사랑분식,경상북도 구미시 원평동 119-17 ,원평동,원평동,한식,128.329780915298,36.1300304598999,1074664.0203582537,1792874.6640615815,라마74b93a,1074500,1793000,원평동,206.42619838802966
우묵베미식당,경상북도 구미시 공단동 262-4 ,공단동,공단동,한식,128.385000898568,36.0996330689156,1079663.553044107,1789546.805002361,라마79b89b,1079500,1789500,공단동,170.11850717279563
광장식당,경상북도 구미시 선산읍 완전리 432-30 ,선산읍,선산읍,한식,128.299151229921,36.2397969639572,1071807.6252583507,1805027.010302155,라바72a05a,1072000,1805000,선산읍,194.2616731296334
성원한식당,경상북도 구미시 고아읍 문성리 1308 ,고아읍,고아읍,한식,128.349071397689,36.1624580657428,1076368.38142694,1796486.5643417574,라마76b96b,1076500,1796500,b' ',132.3025535912599
임실치즈피자미스터파파,경상북도 구미시 선산읍 동부리 309-10 ,선산읍,선산읍,패스트푸드,128.302194600941,36.2394414492611,1072081.4187822847,1804989.8350793547,라바72a05a,1072000,1805000,선산읍,82.05086057105837
장원반점,경상북도 구미시 선산읍 완전리 97 1층 ,선산읍,선산읍,중식,128.298402885813,36.2413277237283,1071738.9827264813,1805196.251544942,라바71b05a,1071500,1805000,선산읍,309.2368225947771
백송식당,경상북도 구미시 선산읍 노상리 150-7 ,선산읍,선산읍,한식,128.297797359938,36.2419508460583,1071684.0042653051,1805264.9216617206,라바71b05b,1071500,1805500,선산읍,298.52871684090286
도원식당,경상북도 구미시 해평면 낙성리 159-7 1층 ,해평면,해평면,한식,128.391287025748,36.1947882335481,1080132.5577596151,1800106.7238965514,라바80a00a,1080000,1800000,해평면,170.1809323317339
광명식육식당,경상북도 구미시 광평동 170-2 ,광평동,광평동,한식,128.356399264431,36.1145395788563,1077074.3455334746,1791177.1870324288,라마77a91a,1077000,1791000,광평동,192.15229066692322
서민막창,경상북도 구미시 원평동 429-26 ,원평동,원평동,한식,128.333847606145,36.1250845702953,1075034.6583434788,1792329.1956406652,라마75a92b,1075000,1792500,원평동,174.28519713518557
상록식육식당,경상북도 구미시 원평동 428-18 ,원평동,원평동,한식,128.331999767501,36.1254998341554,1074867.980671897,1792373.831708812,라마75a92b,1075000,1792500,원평동,182.61309014983036
서울보쌈족발,경상북도 구미시 형곡동 132-13 1층 ,형곡동,형곡1동,한식,128.331249623654,36.1154326096286,1074810.0277512295,1791256.593009737,라마75a91b,1075000,1791500,송정동,308.7659602543349
강원식당,경상북도 구미시 형곡동 159-4 ,형곡동,형곡1동,한식,128.332134398744,36.110918776793,1074893.9426674275,1790756.5985652227,라마75a91a,1075000,1791000,형곡1동,265.50407952430805
경남분식,경상북도 구미시 신평동 150-4 ,신평동,신평1동,한식,128.361168515152,36.1231336056074,1077495.1329404733,1792134.2345758195,라마77b92a,1077500,1792000,신평1동,134.3227814403286
옛날소주방식당,경상북도 구미시 원평동 1021-3 ,원평동,원평동,한식,128.340880310847,36.1281894056789,1075664.5375329335,1792679.0391596642,라마75b92b,1075500,1792500,원평동,243.161716635468
원조장천할매손칼국수,경상북도 구미시 장천면 상장리 919-29 ,장천면,장천면,한식,128.493807810142,36.1254841572724,1089428.8015126397,1792508.881472092,라마89b92b,1089500,1792500,장천면,71.75029720432222
다운칼국수,경상북도 구미시 임은동 374-4 ,임은동,임오동,한식,128.368348365121,36.0886976867962,1078175.366306322,1788320.3342846464,라마78a88b,1078000,1788500,공단동,251.0639573226393
아름식당,경상북도 구미시 공단동 264-18 ,공단동,공단동,한식,128.384110555277,36.1016821822095,1079581.3399966727,1789773.3647064273,라마79b90a,1079500,1790000,공단동,240.78984893779847
도개분식,경상북도 구미시 송정동 64 14호 ,송정동,송정동,한식,128.348948812131,36.1196911803425,1076398.8125141454,1791742.7233759009,라마76b91b,1076500,1791500,송정동,262.97061528295677
치킨코아 선산점,경상북도 구미시 선산읍 노상리 105-6 ,선산읍,선산읍,패스트푸드,128.29687382412,36.2433978897613,1071599.7008506202,1805424.7484279515,라바71b05b,1071500,1805500,선산읍,124.91220400809193
516식당,경상북도 구미시 선산읍 완전리 180-25 ,선산읍,선산읍,한식,128.300366755725,36.2403019946602,1071916.385680739,1805083.930839741,라바72a05a,1072000,1805000,선산읍,118.47252949558457
다정식당,경상북도 구미시 선산읍 교리 1197 1층 ,선산읍,선산읍,한식,128.304363590814,36.2503232443659,1072266.2984783826,1806198.486216842,라바72a06a,1072000,1806000,선산읍,332.13198862070533
멕시카나양념통닭,경상북도 구미시 산동읍 적림리 71-9 ,산동읍,산동읍,패스트푸드,128.43605256116,36.1686432177589,1084185.352778994,1797244.5578026944,라마84a97a,1084000,1797000,산동읍,306.8618117972788
동산구이식당,경상북도 구미시 형곡동 310-2 ,형곡동,형곡1동,한식,128.334558777034,36.104986787173,1075117.7951610712,1790100.491373231,라마75a90a,1075000,1790000,형곡2동,154.8360941952396
민속순대곱창,경상북도 구미시 형곡동 321 ,형곡동,형곡1동,한식,128.336588987869,36.1063328080042,1075299.2516926643,1790251.3628161377,라마75b90b,1075500,1790500,형곡1동,319.5627201303253
원풍식당,경상북도 구미시 선산읍 노상리 53-4 ,선산읍,선산읍,한식,128.296365531019,36.2461984246771,1071551.4765134247,1805735.0150737206,라바71b05b,1071500,1805500,선산읍,240.58660875089686
고향반점,경상북도 구미시 고아읍 원호리 411-5 ,고아읍,고아읍,중식,128.328414311374,36.1526595965032,1074519.6446221839,1795383.656717497,라마74b95b,1074500,1795500,고아읍,117.99012909704584
교동왕족발,경상북도 구미시 선산읍 교리 1154 우창콤비타운 1층 103호,선산읍,선산읍,한식,128.302918472481,36.2487859055435,1072137.8754953807,1806026.8837521048,라바72a06a,1072000,1806000,선산읍,140.47201982499305
우창반점,경상북도 구미시 선산읍 교리 1154 우창콤비타운 ,선산읍,선산읍,중식,128.302918472481,36.2487859055435,1072137.8754953807,1806026.8837521048,라바72a06a,1072000,1806000,선산읍,140.47201982499305
양정식당,경상북도 구미시 무을면 무수리 938-6 ,무을면,무을면,한식,128.194297554549,36.2611433562448,1062368.894770855,1807322.1946061377,라바62b07b,1062500,1807500,무을면,220.91477812873995
멕시카나치킨장천점,경상북도 구미시 장천면 상장리 707-2 나동 ,장천면,장천면,패스트푸드,128.49516297016,36.1246907512813,1089551.6519878488,1792422.123251736,라마89b92b,1089500,1792500,장천면,93.44900089844764
파도회식당,경상북도 구미시 황상동 200-1 ,황상동,인동동,한식,128.425514308862,36.1170574807061,1083292.072424875,1791513.49193013,라마83b91b,1083500,1791500,인동동,208.36484510576463
고아분식,경상북도 구미시 원평동 117-20 2층동 225호,원평동,원평동,한식,128.329870681142,36.1308211142153,1074671.348678576,1792962.4329052533,라마74b93a,1074500,1793000,원평동,175.41851743038217
배시내식당,경상북도 구미시 광평동 76-3 1층 ,광평동,광평동,한식,128.364717081031,36.1078287638396,1077829.572401776,1790439.4471725617,라마77b90b,1077500,1790500,신평1동,335.08896269970506
인동지점홍천뚝배기,경상북도 구미시 황상동 357-1 ,황상동,인동동,한식,128.41999749066,36.1103853415062,1082802.575340169,1790768.6970256288,라마83a91a,1083000,1791000,인동동,304.1012368642422
서울뼈해장국해평점,경상북도 구미시 해평면 낙성리 66-6 1층 ,해평면,해평면,한식,128.393453657022,36.1949058540341,1080327.2368053126,1800121.5624338312,라바80a00a,1080000,1800000,해평면,349.0864535758028
일미삼겹살,경상북도 구미시 공단동 264-16 2층동 3호,공단동,공단동,한식,128.38386908511,36.1012986541815,1079559.9907483312,1789730.6259458428,라마79b89b,1079500,1789500,공단동,238.3006856499431
멕시카나치킨사곡점,경상북도 구미시 사곡동 220-3 ,사곡동,상모사곡동,패스트푸드,128.359609554138,36.0962198701063,1077381.2385712452,1789147.7075831122,라마77b89a,1077500,1789000,상모사곡동,189.5304911319454
보승루식당,경상북도 구미시 신평동 361-15 ,신평동,신평1동,한식,128.365566386702,36.1170449360647,1077896.9140971627,1791462.3908152853,라마78a91b,1078000,1791500,비산동,109.73219280911121
홍천뚝배기임은점,경상북도 구미시 임은동 377-5 ,임은동,임오동,한식,128.368998431516,36.0887884854799,1078233.8016610171,1788330.9283948168,라마78a88b,1078000,1788500,공단동,288.528030481584
태화루반점,경상북도 구미시 비산동 345-4 ,비산동,비산동,중식,128.379077831369,36.1198938904726,1079110.0517061695,1791789.3125446397,라마79a92a,1079000,1792000,비산동,237.6985104644563
자유공간식당,경상북도 구미시 임은동 374-2 ,임은동,임오동,한식,128.368016874714,36.0885839632407,1078145.634872225,1788307.453653673,라마78a88b,1078000,1788500,공단동,241.41998983498462
개구리반점식당,경상북도 구미시 원평동 10-1 ,원평동,원평동,중식,128.329492995438,36.1317496062081,1074636.484760325,1793065.131627663,라마74b93a,1074500,1793000,원평동,151.2290273822854
대영식당,경상북도 구미시 원평동 1032-55 ,원평동,원평동,한식,128.341341249031,36.1253472792752,1075708.744282423,1792364.1476866552,라마75b92b,1075500,1792500,원평동,249.05827929514376
남구미토종식당,경상북도 구미시 오태동 164 ,오태동,임오동,한식,128.374719109656,36.0751466621865,1078762.4387836296,1786822.392274675,라마79a87a,1079000,1787000,임오동,296.6139504786244
