dong_code,dong,category,total_amount,avg_monthly_amount,total_count,total_customer,amount_growth_24_vs_23,avg_living_pop,avg_work_pop,avg_inflow_pop,avg_total_demand_pop,external_ratio,store_count,group,store_count_adj,sales_shortage,pop_shortage,amount_score,pop_score,growth_score,external_score,sales_shortage_score,location_score,grade,reason,rank
47190253,고아읍,중식,8208198000,342008250.0,336287,304426,0.06300457001793776,15446.03402678309,774.4095981631389,24.342840790544923,10427.453303875,0.601506367572012,13.0,음식점,13.0,631399846.1538461,802.1117926057692,0.03890296614930443,0.3668955108931114,0.2811933942703681,0.0744557867149622,0.02621488090714858,0.1589,낮음,특징 약함,9
47190256,산동읍,중식,4571320000,190471666.66666666,193313,158825,0.007341146383372246,12615.18330482625,1978.8944205945054,25.818657616310304,7843.762968958334,0.7076939943158168,14.0,음식점,14.0,326522857.14285713,560.2687834970238,0.021658115614494135,0.26930207842403575,0.26646891662466166,0.3210879420555134,0.013420609404449259,0.149,낮음,특징 약함,10
47190670,인동동,패스트푸드,7522248000,313427000.0,735640,617697,-0.04612570566511356,40866.7865658653,2841.442369447139,22.438382147107323,27188.273249583333,0.7051636955494868,100.0,음식점,100.0,75222480.0,271.88273249583335,0.035650422284936936,1.0,0.25232549143862354,0.31521105171026487,0.0028746995136225686,0.3323,낮음,수요인구 높음,1
47190690,양포동,패스트푸드,2916691000,121528791.66666667,235904,203759,0.006195308706173023,39993.653595109245,4081.2298336596323,22.810439389922948,25957.22364333333,0.6432493507891552,53.0,음식점,53.0,55031905.66037736,489.7589366666666,0.013812422194048735,0.9534997073797867,0.2661658116382653,0.17140834358891197,0.0020273948654936304,0.3006,낮음,수요인구 높음,2
47190565,선주원남동,패스트푸드,1684298000,70179083.33333333,136306,119024,-0.07843700978294972,34924.23960011107,2189.070727388618,26.859018508625724,23355.1182575,0.6310147322423169,24.0,음식점,24.0,70179083.33333333,973.1299273958333,0.00796882967179573,0.8552106853488497,0.24377827956911752,0.14299212943567235,0.0026630515750278444,0.2679,낮음,수요인구 높음,3
47190645,상모사곡동,패스트푸드,1671770000,69657083.33333333,111402,92729,0.6712247780597081,24051.67057336895,1604.1845587222215,19.566057643169106,16036.0337275,0.6825632275260495,44.0,음식점,44.0,37994772.72727273,364.45531198863637,0.007909426115366259,0.5787477624664721,0.442084052304142,0.2627190400583448,0.0013124255098829192,0.2402,낮음,특징 약함,4
47190680,진미동,패스트푸드,1194442000,49768416.666666664,76668,66462,0.18343180123133618,28684.342816146924,8317.457238839264,27.629095692309605,15923.074261666667,0.6802517762616028,1.0,음식점,1.0,1194442000.0,15923.074261666667,0.0056460975087756805,0.5744809577911726,0.31304964669165963,0.25735044651504496,0.04984314556280825,0.2258,낮음,특징 약함,5
47190551,도량동,패스트푸드,6214559000,258939958.33333334,620264,540425,-0.04269742049212882,22078.523394552427,902.019233998892,22.02356757866502,15006.159116249999,0.6292545112624544,26.0,음식점,26.0,239021500.0,577.1599660096153,0.02944980149121893,0.5398464293746779,0.2532323653801929,0.13890382736648166,0.009748583766266309,0.1986,낮음,특징 약함,6
47190510,송정동,패스트푸드,4684919000,195204958.33333334,368893,317955,-0.1247985174244653,17391.912604449364,2045.8950595034087,22.930094031106076,11153.684302374999,0.6447262902190758,32.0,음식점,32.0,146403718.75,348.5526344492187,0.022196763811080305,0.39432734935735403,0.23151440971859621,0.1748386938667988,0.005861845566921907,0.1594,낮음,특징 약함,7
47190256,산동읍,패스트푸드,2381579000,99232458.33333333,213433,180642,0.153449066266885,12615.18330482625,1978.8944205945054,25.818657616310304,7843.762968958334,0.6572859409996449,27.0,음식점,27.0,88206629.62962963,290.50973959104937,0.011275101321755684,0.26930207842403575,0.30511840420036856,0.20400983025361996,0.003419583980410472,0.138,낮음,특징 약함,8
47190535,원평동,패스트푸드,1837434000,76559750.0,199442,170199,-0.050010665630880025,11950.434167522995,1856.3257957411436,25.107766211587304,7439.65179575,0.7035284891418052,23.0,음식점,23.0,79888434.7826087,323.4631215543478,0.00869494900587807,0.254037634400105,0.2512978146908557,0.3114131093970216,0.0030705079690316528,0.1358,낮음,특징 약함,9
47190253,고아읍,패스트푸드,2053316000,85554833.33333333,166785,151139,-0.046258394657867144,15446.03402678309,774.4095981631389,24.342840790544923,10427.453303875,0.5694493826355276,29.0,음식점,29.0,70804000.0,359.5673553060345,0.00971858873840578,0.3668955108931114,0.2522903916193875,0.0,0.0026892764256662345,0.1334,낮음,특징 약함,10
47190565,선주원남동,한식,210900164000,8787506833.333334,5830030,5145020,0.1975141476715647,34924.23960011107,2189.070727388618,26.859018508625724,23355.1182575,0.6701810023055911,107.0,음식점,107.0,1971029570.093458,218.27213324766353,1.0,0.8552106853488497,0.31677480734148855,0.2339599935697956,0.08243291971935869,0.6471,추천,소비 규모 높음 + 수요인구 높음,1
47190670,인동동,한식,124569463000,5190394291.666667,3805109,3274044,-0.05611713020730382,40866.7865658653,2841.442369447139,22.438382147107323,27188.273249583333,0.6985142542037831,285.0,음식점,285.0,437085835.0877193,95.39744999853801,0.5906488930037253,1.0,0.24968249002559356,0.2997670108065336,0.01806042417880252,0.5269,검토 가능,수요인구 높음,2
47190690,양포동,한식,115421552000,4809231333.333333,3837134,3193318,-0.01470771849140387,39993.653595109245,4081.2298336596323,22.810439389922948,25957.22364333333,0.6856734837538769,120.0,음식점,120.0,961846266.6666666,216.31019702777775,0.5472725801604715,0.9534997073797867,0.2606363968699795,0.26994294382804845,0.04008218271582588,0.502,검토 가능,수요인구 높음,3
47190680,진미동,한식,96808237000,4033676541.6666665,2733299,2282742,0.012365871532430487,28684.342816146924,8317.457238839264,27.629095692309605,15923.074261666667,0.711846984622796,18.0,음식점,18.0,5378235388.888889,884.6152367592592,0.4590145096031577,0.5744809577911726,0.2677980920203192,0.3307337075926781,0.22541752624102188,0.4113,검토 가능,특징 약함,4
47190645,상모사곡동,한식,96034302000,4001429250.0,2616833,2342510,-0.061033539326083165,24051.67057336895,1604.1845587222215,19.566057643169106,16036.0337275,0.6751946001975954,111.0,음식점,111.0,865173891.8918918,144.46877231981983,0.45534477050312233,0.5787477624664721,0.2483819671428857,0.24560461255256238,0.03602529205414794,0.3713,검토 가능,특징 약함,5
47190256,산동읍,한식,95800090000,3991670416.6666665,2748807,2248181,0.11274645423366535,12615.18330482625,1978.8944205945054,25.818657616310304,7843.762968958334,0.6881097632262748,121.0,음식점,121.0,791736280.9917356,64.82448734676309,0.45423421608434367,0.26930207842403575,0.29435146494525527,0.2756014642763782,0.03294345653939112,0.303,낮음,특징 약함,6
