dong_code_x,dong,category,total_amount,avg_monthly_amount,total_count,total_customer,amount_growth_24_vs_23,avg_living_pop,avg_work_pop,avg_inflow_pop,avg_total_demand_pop,external_ratio,year_month,dong_code_y,store_count,group,store_count_adj,sales_shortage,pop_shortage,amount_score,pop_score,growth_score,external_score,sales_shortage_score,location_score,grade,reason
47190256,산동읍,일식,2000034000,83334750.0,49274,42177,1.1888805625089687,12615.183305059225,1978.8944205945054,25.818657616460882,4423.059754055667,0.6751670309442207,202301,47190256,1,음식점,1,2000034000.0,4423.059754055667,0.009468338791812157,0.2901779866995816,0.5790179763892672,0.2776189143964434,0.30023510245337953,0.2355,낮음,특징 약함
47190256,산동읍,중식,4571320000,190471666.66666666,193313,158825,0.007341146383372246,12615.183305059225,1978.8944205945054,25.818657616460882,4423.059754055667,0.7076939943158168,202301,47190256,7,음식점,7,653045714.2857143,631.8656791508096,0.021660481482299505,0.2901779866995816,0.26646891662466166,0.34995413080031124,0.09787057395642233,0.1698,낮음,특징 약함
47190256,산동읍,패스트푸드,2381579000,99232458.33333333,213433,180642,0.153449066266885,12615.183305059225,1978.8944205945054,25.818657616460882,4423.059754055667,0.6572859409996449,202301,47190256,3,음식점,3,793859666.6666666,1474.3532513518892,0.011277492298206232,0.2901779866995816,0.30511840420036856,0.23785398165736704,0.11902573126668325,0.1639,낮음,특징 약함
47190256,산동읍,한식,95800090000,3991670416.6666665,2748807,2248181,0.11274645423366535,12615.183305059225,1978.8944205945054,25.818657616460882,4423.059754055667,0.6881097632262748,202301,47190256,40,음식점,40,2395002250.0,110.57649385139169,0.45423553587829096,0.2901779866995816,0.29435146494525527,0.30640166087616094,0.35957308224890094,0.3603,검토 가능,특징 약함
47190310,무을면,양식,3700000,528571.4285714285,244,193,0.0,1187.7935871720147,37.104703649964975,5.60245055431544,417.40849067649975,0.7182252441811422,202406,47190310,2,음식점,2,1850000.0,208.70424533824988,2.418242378385192e-06,0.002599761623675408,0.26452698530319874,0.37337409255046755,3.830987642135275e-05,0.0777,낮음,특징 약함
47190310,무을면,중식,654136000,27255666.666666668,25548,22818,-0.10384370108412082,1187.7935871720147,37.104703649964975,5.60245055431544,417.40849067649975,0.6352911750679409,202301,47190310,2,음식점,2,327068000.0,208.70424533824988,0.0030865592220398574,0.002599761623675408,0.23705752411268974,0.18894083427111102,0.04889737415092919,0.0635,낮음,특징 약함
47190310,무을면,한식,2267211000,94467125.0,59333,52315,0.011968635023631997,1187.7935871720147,37.104703649964975,5.60245055431544,417.40849067649975,0.6689158586768785,202301,47190310,5,음식점,5,453442200.0,83.48169813529995,0.010735199074027492,0.002599761623675408,0.2676930122441944,0.26371722017524485,0.06788317801307554,0.0811,낮음,특징 약함
47190320,옥성면,양식,3785000,344090.9090909091,289,283,-1.0,1134.0786198800622,69.85351767248699,9.571585901223225,399.79899272838867,0.5993759535346119,202301,47190320,1,음식점,1,3785000.0,399.79899272838867,2.821282774782724e-06,0.0013355207221538122,0.0,0.1090706265260244,0.0003290142327951472,0.0113,낮음,특징 약함
47190320,옥성면,한식,44460382000,1852515916.6666667,5595731,3305511,0.003622261953829477,1134.0786198800622,69.85351767248699,9.571585901223225,399.79899272838867,0.9683564119395629,202301,47190320,8,음식점,8,5557547750.0,49.974874091048584,0.21080052101648458,0.0013355207221538122,0.26548517133782373,0.9296292812828212,0.8346975029622549,0.3321,낮음,공급 대비 소비 부족 + 외부 유입 소비 높음
47190330,도개면,양식,63774000,2657250.0,9214,8185,0.04129057038601882,1431.0074773177382,85.22800537148989,6.490991061841587,502.7999143797608,0.7166336251562955,202301,47190330,2,음식점,2,31887000.0,251.3999571898804,0.0002872682279452715,0.008730278848126057,0.27544945540886184,0.3698345642742025,0.0045509128492377164,0.0813,낮음,특징 약함
47190330,도개면,중식,1299072000,54128000.0,47592,42242,-0.13190144348991512,1431.0074773177382,85.22800537148989,6.490991061841587,502.7999143797608,0.7118003054154567,202301,47190330,2,음식점,2,649536000.0,251.3999571898804,0.0061446211172285475,0.008730278848126057,0.22963549409967127,0.35908596701326173,0.09734329269932442,0.0893,낮음,특징 약함
47190330,도개면,한식,38628316000,1609513166.6666667,3893174,2113027,0.6645819065966418,1431.0074773177382,85.22800537148989,6.490991061841587,502.7999143797608,0.9231058348372949,202301,47190330,11,음식점,11,3511665090.909091,45.709083125432805,0.1831468952228779,0.008730278848126057,0.4403268335422604,0.8289986060581316,0.5273347114235831,0.2943,낮음,외부 유입 소비 높음
47190340,해평면,양식,28586000,1191083.3333333333,1903,1545,0.48422699226557747,2568.7740721839814,135.19640168381852,9.570051083103023,901.9419405893244,0.6723489393955124,202301,47190340,1,음식점,1,28586000.0,901.9419405893244,0.00012041898714013791,0.037385932549171136,0.39261809176964724,0.27135189033726753,0.0040549877430930675,0.096,낮음,특징 약함
47190340,해평면,중식,988414000,41183916.666666664,31739,28157,0.13899829471187555,2568.7740721839814,135.19640168381852,9.570051083103023,901.9419405893244,0.6245290389541823,202301,47190340,3,음식점,3,329471333.3333333,300.6473135297748,0.004671589076474848,0.037385932549171136,0.30129578516561667,0.16500741522233478,0.04925843847641671,0.0801,낮음,특징 약함
47190340,해평면,한식,13895345000,578972708.3333334,394869,335999,0.13040989172512307,2568.7740721839814,135.19640168381852,9.570051083103023,901.9419405893244,0.6662247654752176,202301,47190340,18,음식점,18,771963611.1111112,50.1078855882958,0.06587176068254066,0.037385932549171136,0.2990239208149621,0.25773262189346646,0.11573618153159147,0.1204,낮음,특징 약함
47190360,장천면,양식,60564000,2523500.0,2791,2250,0.329026303645593,2097.354111317343,211.84602492308338,9.579183676714003,736.947694064084,0.6608343911529059,202301,47190360,2,음식점,2,30282000.0,368.473847032042,0.0002720475259166118,0.025540479851564758,0.3515633214920223,0.24574521659381407,0.004309785979997437,0.0844,낮음,특징 약함
47190360,장천면,중식,1931338000,80472416.66666667,84450,65451,-0.025592269772824392,2097.354111317343,211.84602492308338,9.579183676714003,736.947694064084,0.7333943536423998,202301,47190360,1,음식점,1,1931338000.0,736.947694064084,0.009142606285095395,0.025540479851564758,0.2577571393331273,0.4071079767436721,0.2899145719802766,0.1324,낮음,특징 약함
47190360,장천면,패스트푸드,82369000,3581260.8695652173,3511,3099,-0.32980513818764323,2097.354111317343,211.84602492308338,9.579183676714003,736.947694064084,0.6742971121719156,202301,47190360,1,음식점,1,82369000.0,736.947694064084,0.00037543924172188457,0.025540479851564758,0.1772846263609166,0.27568434208701503,0.012135066502189597,0.0625,낮음,특징 약함
47190360,장천면,한식,11550335000,481263958.3333333,287773,213715,-0.031012780146365663,2097.354111317343,211.84602492308338,9.579183676714003,736.947694064084,0.7647379006169671,202301,47190360,10,음식점,10,1155033500.0,73.6947694064084,0.05475253997717388,0.025540479851564758,0.2563232680652097,0.476811447902925,0.17328661331227643,0.1377,낮음,특징 약함
47190510,송정동,양식,3689525000,153730208.33333334,203153,174573,0.028242375932823,17391.9126040327,2045.895059510129,22.93009403116039,6094.048439620793,0.6553821964958195,202301,47190510,9,음식점,9,409947222.2222222,677.1164932911993,0.017479316701812894,0.41014348761824043,0.271997855866508,0.23362033189766848,0.06134871831262004,0.182,낮음,특징 약함
