dong_code,dong,category,total_amount,avg_monthly_amount,total_count,total_customer,avg_living_pop,avg_work_pop,avg_time_pop,avg_inflow_pop,avg_total_demand_pop,external_ratio,store_count,amount_growth_24_vs_23,group,store_count_adj,sales_shortage,pop_shortage,amount_score,pop_score,growth_score,external_score,sales_shortage_score,location_score,grade,reason
47190600,신평2동,제과점/아이스크림,67727000,5643916.666666667,5114,4515,0.0,0.0,0.0,52005.9375,7800.890625,0.6675094054334223,3.0,0,카페,3.0,22575666.666666668,2600.296875,0.0006662820399321577,0.0011720853296054317,0,0.21763974702723685,0.0012889267353622296,0.0226,낮음,특징 약함
47190600,신평2동,한식,1321447000,110120583.33333333,45551,40512,0.0,0.0,0.0,52005.9375,7800.890625,0.636313718725854,6.0,0,음식점,6.0,220241166.66666666,1300.1484375,0.013730169924323398,0.0011720853296054317,0,0.1442353688492396,0.01735815957746123,0.0236,낮음,특징 약함
47190610,비산동,양식,337636000,28136333.333333332,34698,29622,0.0,0.0,0.0,435298.2608333333,65294.739125,0.6355781155685762,0.0,0,음식점,0.5,675272000.0,130589.47825,0.003478760835028475,0.3127805031572169,0,0.1425044727528686,0.05434992805080471,0.1178,낮음,특징 약함
47190610,비산동,일식,93714000,7809500.0,1128,928,0.0,0.0,0.0,435298.2608333333,65294.739125,0.6994686396173123,0.0,0,음식점,0.5,187428000.0,130589.47825,0.0009370691809617936,0.3127805031572169,0,0.2928407751150171,0.01469061053398491,0.1257,낮음,특징 약함
47190610,비산동,제과점/아이스크림,1966924000,163910333.33333334,263906,240083,0.0,0.0,0.0,435298.2608333333,65294.739125,0.5956374111169604,3.0,0,카페,3.0,655641333.3333334,21764.913041666667,0.020456104869887963,0.3127805031572169,0,0.048522807859730045,0.05275405141319067,0.1158,낮음,특징 약함
47190610,비산동,중식,555574000,46297833.333333336,22698,19922,0.0,0.0,0.0,435298.2608333333,65294.739125,0.6911517242045955,6.0,0,음식점,6.0,92595666.66666667,10882.456520833333,0.0057496966083657895,0.3127805031572169,0,0.27327082591170726,0.00698120831006177,0.1248,낮음,특징 약함
47190610,비산동,패스트푸드,217149000,18095750.0,17027,15326,0.0,0.0,0.0,435298.2608333333,65294.739125,0.6368429417060814,12.0,0,음식점,12.0,18095750.0,5441.228260416667,0.002223274235527273,0.3127805031572169,0,0.14548064625394164,0.0009247315468752823,0.1095,낮음,특징 약함
47190610,비산동,한식,9636789000,803065750.0,361024,316818,0.0,0.0,0.0,435298.2608333333,65294.739125,0.6355874986428525,57.0,0,음식점,57.0,169066473.68421054,1145.5217390350876,0.10037686584396226,0.3127805031572169,0,0.14252655140557147,0.013197908764051618,0.1552,낮음,특징 약함
47190630,광평동,양식,60904000,5075333.333333333,9367,7008,0.0,0.0,0.0,460610.4166666667,69091.5625,0.7252154252472568,2.0,0,음식점,2.0,30452000.0,34545.78125,0.0005951856970205016,0.33335874162136564,0,0.3534237270777241,0.0019292338920249708,0.1359,낮음,특징 약함
47190630,광평동,일식,102065000,17010833.333333332,181,181,0.0,0.0,0.0,460610.4166666667,69091.5625,0.595077804519928,0.0,0,음식점,0.5,204130000.0,138183.125,0.001024087436810429,0.33335874162136564,0,0.04720603690147101,0.01604840097758148,0.1076,낮음,특징 약함
47190630,광평동,제과점/아이스크림,247672000,20639333.333333332,40580,29301,0.0,0.0,0.0,460610.4166666667,69091.5625,0.7086122516753561,4.0,0,카페,4.0,61918000.0,17272.890625,0.002541326950563544,0.33335874162136564,0,0.31435596610001665,0.004487264912154873,0.1333,낮음,특징 약함
47190630,광평동,중식,18968000,1580666.6666666667,1510,969,0.0,0.0,0.0,460610.4166666667,69091.5625,0.7962749018923665,1.0,0,음식점,1.0,18968000.0,69091.5625,0.00015820837966109834,0.33335874162136564,0,0.5206287880108028,0.0009956411813158946,0.1523,낮음,특징 약함
47190630,광평동,패스트푸드,107457000,35819000.0,10891,9059,0.0,0.0,0.0,460610.4166666667,69091.5625,0.7196131632458358,5.0,0,음식점,5.0,21491400.0,13818.3125,0.0010802726164938013,0.33335874162136564,0,0.3402414380497745,0.001200781188822276,0.1347,낮음,특징 약함
47190630,광평동,한식,732408000,61034000.0,21542,19358,0.0,0.0,0.0,460610.4166666667,69091.5625,0.6866526718231988,38.0,0,음식점,38.0,19273894.736842107,1818.1990131578948,0.007592324587618287,0.33335874162136564,0,0.26268442191481944,0.001020508918738401,0.1298,낮음,특징 약함
47190645,상모사곡동,양식,1363028000,113585666.66666667,106421,93819,0.0,0.0,0.0,620575.7108333333,93086.356625,0.6650660214404501,3.0,0,음식점,3.0,454342666.6666667,31028.785541666668,0.014163448106150977,0.463407086417601,0,0.21189039185722608,0.036389459992478716,0.172,낮음,특징 약함
47190645,상모사곡동,일식,5660450000,471704166.6666667,106384,96371,0.0,0.0,0.0,620575.7108333333,93086.356625,0.7337289390379529,14.0,0,음식점,14.0,404317857.14285713,6649.025473214286,0.05894301547359855,0.463407086417601,0,0.3734562781087049,0.032322689048030914,0.2077,낮음,특징 약함
47190645,상모사곡동,제과점/아이스크림,6668797000,555733083.3333334,744886,652794,0.0,0.0,0.0,620575.7108333333,93086.356625,0.6456857672017391,11.0,0,카페,11.0,606254272.7272727,8462.396056818181,0.06945009213869303,0.463407086417601,0,0.1662880775161558,0.04873912631869698,0.1942,낮음,특징 약함
