year_month,dong_code,dong,category,amount,count,customer,store_count
202407,47190250,선산읍,기타음식점,17133869000,638984,567281,0
202407,47190250,선산읍,양식,56665000,5416,4656,0
202407,47190250,선산읍,일식,147047000,2726,2633,0
202407,47190250,선산읍,제과점/아이스크림,213275000,17457,16225,0
202407,47190250,선산읍,중식,153182000,6308,6102,0
202407,47190250,선산읍,커피전문점,207522000,28101,24791,0
202407,47190250,선산읍,패스트푸드,83940000,5422,4804,0
202407,47190250,선산읍,한식,3110558000,94358,87270,0
202407,47190253,고아읍,기타음식점,18251999000,794697,650927,0
202407,47190253,고아읍,양식,209840000,10896,8882,0
202407,47190253,고아읍,일식,235395000,3899,3621,0
202407,47190253,고아읍,제과점/아이스크림,252339000,21693,20494,0
202407,47190253,고아읍,중식,342068000,13876,12527,0
202407,47190253,고아읍,커피전문점,873808000,68357,59520,0
202407,47190253,고아읍,패스트푸드,81670000,6991,6409,0
202407,47190253,고아읍,한식,4236961000,119559,109324,0
202407,47190256,산동읍,기타음식점,15801671000,564510,458597,0
202407,47190256,산동읍,양식,231629000,13655,11615,0
202407,47190256,산동읍,일식,153627000,2794,2569,0
202407,47190256,산동읍,제과점/아이스크림,299503000,25705,22917,0
202407,47190256,산동읍,중식,197125000,7903,6710,0
202407,47190256,산동읍,커피전문점,497533000,59732,49175,0
202407,47190256,산동읍,패스트푸드,101680000,9452,7944,0
202407,47190256,산동읍,한식,4424424000,124551,103825,0
202407,47190310,무을면,기타음식점,455742000,7686,6069,0
202407,47190310,무을면,양식,461000,27,27,0
202407,47190310,무을면,중식,28014000,939,740,0
202407,47190310,무을면,커피전문점,3120000,236,211,0
202407,47190310,무을면,한식,91556000,2222,1938,0
202407,47190320,옥성면,기타음식점,5142517000,91702,68398,0
202407,47190320,옥성면,한식,1729841000,224806,133301,0
202407,47190330,도개면,기타음식점,6407845000,146933,112678,0
202407,47190330,도개면,양식,3341000,452,407,0
202407,47190330,도개면,중식,42381000,1576,1423,0
202407,47190330,도개면,커피전문점,24978000,3481,2902,0
202407,47190330,도개면,한식,1952208000,201418,109078,0
202407,47190340,해평면,기타음식점,2897914000,55363,47361,0
202407,47190340,해평면,양식,943000,89,83,0
202407,47190340,해평면,중식,34354000,1107,1079,0
202407,47190340,해평면,커피전문점,8015000,594,561,0
202407,47190340,해평면,한식,540727000,15869,13726,0
202407,47190360,장천면,기타음식점,4969672000,99536,74931,0
202407,47190360,장천면,양식,2962000,149,109,0
202407,47190360,장천면,제과점/아이스크림,3535000,281,161,0
202407,47190360,장천면,중식,82047000,3464,2813,0
202407,47190360,장천면,커피전문점,15199000,898,678,0
202407,47190360,장천면,패스트푸드,3094000,128,128,0
202407,47190360,장천면,한식,462540000,12222,9237,0
202407,47190510,송정동,기타음식점,11915462000,475889,386815,0
202407,47190510,송정동,양식,162453000,9491,8513,0
202407,47190510,송정동,일식,308249000,4942,4490,0
202407,47190510,송정동,제과점/아이스크림,188446000,15041,13365,0
202407,47190510,송정동,중식,234019000,7671,6920,0
202407,47190510,송정동,커피전문점,307745000,45315,37846,0
202407,47190510,송정동,패스트푸드,191011000,15741,13025,0
202407,47190510,송정동,한식,3455458000,83339,73141,0
202407,47190535,원평동,기타음식점,33693766000,1036483,866812,0
202407,47190535,원평동,양식,145958000,11737,10136,0
202407,47190535,원평동,일식,146384000,4191,3739,0
202407,47190535,원평동,제과점/아이스크림,105569000,10923,9988,0
202407,47190535,원평동,중식,235130000,12444,10452,0
202407,47190535,원평동,커피전문점,458209000,62776,53912,0
202407,47190535,원평동,패스트푸드,62755000,7433,6391,0
202407,47190535,원평동,한식,3583493000,138838,118990,0
202407,47190551,도량동,기타음식점,17316393000,649976,580013,0
202407,47190551,도량동,양식,171792000,9599,8728,0
202407,47190551,도량동,일식,33047000,888,875,0
202407,47190551,도량동,제과점/아이스크림,269956000,17198,16163,0
202407,47190551,도량동,중식,115749000,5429,4884,0
202407,47190551,도량동,커피전문점,77713000,15554,14186,0
202407,47190551,도량동,패스트푸드,261050000,26168,22795,0
202407,47190551,도량동,한식,1999516000,48795,44762,0
202407,47190555,지산동,기타음식점,4758791000,112830,99393,0
202407,47190555,지산동,양식,4736000,323,303,0
202407,47190555,지산동,일식,4838000,95,95,0
202407,47190555,지산동,제과점/아이스크림,19492000,1512,1332,0
202407,47190555,지산동,중식,4377000,204,204,0
202407,47190555,지산동,커피전문점,42499000,2803,2497,0
202407,47190555,지산동,한식,388671000,7905,7226,0
202407,47190565,선주원남동,기타음식점,26399286000,1058772,893760,0
202407,47190565,선주원남동,양식,691393000,25797,22063,0
202407,47190565,선주원남동,일식,279971000,7462,6602,0
202407,47190565,선주원남동,제과점/아이스크림,412732000,31894,28994,0
202407,47190565,선주원남동,중식,308027000,12239,10628,0
202407,47190565,선주원남동,커피전문점,937450000,89344,75004,0
202407,47190565,선주원남동,패스트푸드,63858000,5323,4870,0
202407,47190565,선주원남동,한식,9957324000,270849,240371,0
202407,47190582,형곡1동,기타음식점,17666471000,473852,385308,0
202407,47190582,형곡1동,양식,61551000,4771,4266,0
202407,47190582,형곡1동,일식,92393000,2177,1993,0
202407,47190582,형곡1동,제과점/아이스크림,183107000,16650,14943,0
202407,47190582,형곡1동,중식,23359000,975,840,0
202407,47190582,형곡1동,커피전문점,200607000,28147,23712,0
202407,47190582,형곡1동,패스트푸드,131845000,14637,12294,0
202407,47190582,형곡1동,한식,1118997000,38840,35273,0
202407,47190583,형곡2동,기타음식점,5799572000,308552,256097,0
202407,47190583,형곡2동,양식,133711000,4364,3726,0
202407,47190583,형곡2동,일식,84990000,1252,1172,0
202407,47190583,형곡2동,제과점/아이스크림,148608000,10314,9193,0
202407,47190583,형곡2동,중식,66702000,3101,2741,0
202407,47190583,형곡2동,커피전문점,173139000,18699,16790,0
202407,47190583,형곡2동,패스트푸드,41697000,3928,3608,0
202407,47190583,형곡2동,한식,1920786000,53233,48803,0
202407,47190590,신평1동,기타음식점,5949846000,218574,182227,0
202407,47190590,신평1동,양식,23696000,2672,2162,0
202407,47190590,신평1동,일식,107595000,1637,1551,0
202407,47190590,신평1동,제과점/아이스크림,65179000,5255,4674,0
202407,47190590,신평1동,중식,60033000,2763,2386,0
202407,47190590,신평1동,커피전문점,150054000,19078,15731,0
202407,47190590,신평1동,패스트푸드,114877000,10990,9039,0
202407,47190590,신평1동,한식,1580642000,51206,45342,0
202407,47190600,신평2동,기타음식점,284827000,21439,17390,0
202407,47190600,신평2동,양식,2573000,97,97,0
202407,47190600,신평2동,일식,17674000,332,273,0
202407,47190600,신평2동,제과점/아이스크림,16000,7,7,0
202407,47190600,신평2동,커피전문점,5822000,357,323,0
202407,47190600,신평2동,한식,163264000,4139,3574,0
202407,47190610,비산동,기타음식점,6036026000,270126,223382,0
202407,47190610,비산동,양식,27640000,2528,2243,0
202407,47190610,비산동,일식,21655000,362,322,0
202407,47190610,비산동,제과점/아이스크림,51456000,4887,4383,0
202407,47190610,비산동,중식,34829000,1618,1438,0
202407,47190610,비산동,커피전문점,110513000,17407,15386,0
202407,47190610,비산동,패스트푸드,26737000,1949,1686,0
202407,47190610,비산동,한식,934912000,33236,27565,0
