dong_code,dong,category,total_amount,avg_monthly_amount,total_count,total_customer,avg_living_pop,avg_work_pop,avg_time_pop,avg_inflow_pop,avg_total_demand_pop,external_ratio,store_count,amount_growth_24_vs_23,group,store_count_adj,sales_shortage,pop_shortage,amount_score,pop_score,growth_score,external_score,sales_shortage_score,location_score,grade,reason,rank
4719051000,송정동,일식,4756757000,396396416.6666667,60540,53743,13646748.815,1640398.53,0.0,791343.62,7256766.5045,0.6811629994812541,16.0,0,음식점,16.0,297297312.5,453547.90653125,0.04135815093118113,0.4630275874703566,0,0.2899575564074218,0.025162705218128564,0.1903,낮음,특징 약함,6
4719055100,도량동,일식,832546000,69378833.33333333,15763,14539,15967336.22625,652945.6175,0.0,707293.4625,8722175.147499999,0.6028113533813744,5.0,0,음식점,5.0,166509200.0,1744435.0294999997,0.007212103277260457,0.5624583639723522,0,0.09624500808796733,0.013810469171190614,0.1837,낮음,특징 약함,7
4719053500,원평동,일식,2041931000,170160916.66666666,48476,43047,9524557.565,1306319.32875,0.0,1303809.5474999999,5107623.75,0.7002396173221176,17.0,0,음식점,17.0,120113588.23529412,300448.45588235295,0.0177354206630832,0.31720414503719174,0,0.3371215974865243,0.00978339112696062,0.1383,낮음,특징 약함,8
4719070000,공단동,일식,67918000,11319666.666666666,333,154,8580165.98625,4902404.055,0.0,1066856.26375,3845296.108,0.8011689798340037,1.0,0,음식점,1.0,67918000.0,3845296.108,0.0005587851642634604,0.2315528024962885,0,0.5866541215066607,0.005252882757892778,0.1292,낮음,특징 약함,9
4719066000,임오동,일식,18906000,1575500.0,745,710,8854230.1425,795952.6975,0.0,748559.4475,4785491.98375,0.7272826605208124,2.0,0,음식점,2.0,9453000.0,2392745.991875,0.00013231317088339994,0.29534688917399093,0,0.4039814156664042,0.0001781976982377784,0.1291,낮음,특징 약함,10
4719069000,양포동,중식,2735855000,227987916.66666666,128118,105945,28476847.085,2992029.115,0.0,1067942.81625,15170654.3575,0.6956759862168574,14.0,0,음식점,14.0,195418214.2857143,1083618.168392857,0.023773516466850952,1.0,0,0.32583871250587004,0.016319733566727557,0.3457,낮음,수요인구 높음,1
4719067000,인동동,중식,2255888000,187990666.66666666,88457,74228,28046775.34625,2057981.70375,0.0,1040444.9625,15118174.5975,0.6949324761198725,28.0,0,음식점,28.0,80567428.57142857,539934.8070535715,0.01959714163524548,0.9964391480066913,0,0.3240004966832619,0.006350836511157152,0.3411,낮음,수요인구 높음,2
4719056500,선주원남동,중식,3641327000,303443916.6666667,155229,134097,24768758.39875,1588396.90875,0.0,1382801.46125,13443417.88375,0.6947524737083118,8.0,0,음식점,8.0,455165875.0,1680427.23546875,0.03165237162048333,0.8828037048860702,0,0.32355546805166663,0.038865488687006726,0.3173,낮음,수요인구 높음,3
4719068000,진미동,중식,3909363000,325780250.0,140656,121063,20372115.392500002,5463045.98875,0.0,1197742.97125,10231828.56325,0.7050189982716951,2.0,0,음식점,2.0,1954681500.0,5115914.281625,0.0339846544740216,0.66489123284749,0,0.34893789119848934,0.16902147156405672,0.275,낮음,수요인구 높음,4
4719064500,상모사곡동,중식,2919208000,243267333.33333334,104750,90940,17120003.1825,1163679.91125,0.0,674895.17625,9250755.285875,0.688520073408661,21.0,0,음식점,21.0,139009904.76190478,440512.1564702381,0.025368940432455585,0.5983235363617841,0,0.3081468046184403,0.011423566533786976,0.2234,낮음,특징 약함,5
