dong_code,year_month,home_pop,work_pop,time_home_pop,time_work_pop,living_pop,time_pop,inflow_pop,total_demand_pop
4719051000,202412,12250507.82,1480837.34,0,0,13731345.16,0,718648.18,8943387.76
4719053500,202412,8687214.84,1242548.53,0,0,9929763.37,0,1335446.15,6463104.709
4719055100,202412,15457866.29,513018.12,0,0,15970884.409999998,0,706437.51,10993753.78
4719055500,202412,1808800.19,159525.9,0,0,1968326.0899999999,0,305137.82,1328579.095
4719056500,202412,23575597.63,1217681.47,0,0,24793279.099999998,0,1309081.09,16877362.74
4719058200,202412,8745549.41,682957.21,0,0,9428506.620000001,0,631237.6,6321599.789
4719058300,202412,8159041.82,360598.54,0,0,8519640.36,0,422062.74,5825655.256
4719059000,202412,4255719.81,661268.69,0,0,4916988.5,0,483994.23,3159657.028
4719060000,202412,736646.61,60236.8,0,0,796883.41,0,54412.25,533141.212
4719061000,202412,5151487.41,1808132.18,0,0,6959619.59,0,460751.22,4013742.745
4719063000,202412,2536384.46,403387.91,0,0,2939772.37,0,475898.68,1903736.572
4719064500,202412,16222549.01,1014010.15,0,0,17236559.16,0,678577.45,11626444.08
4719066000,202412,8028454.05,760395.51,0,0,8788849.56,0,705090.02,5842505.939
4719067000,202412,26103178.08,1778372.06,0,0,27881550.139999997,0,990549.13,18726953.98
4719068000,202412,15297171.370000001,4871837.15,0,0,20169008.520000003,0,1166608.82,11799048.27
4719069000,202412,26652882.2,2684339.08,0,0,29337221.28,0,1015973.17,19295482.67
4719070000,202412,3654917.69,4691035.03,0,0,8345952.720000001,0,1030024.27,3599651.816
